Bedrooms,Location,Price,sSecurity Deposit,Furnishing,Bathrooms,Tenant Preferred,Availability,Area (sqft),Area Type,Floor Number,Total Floors,Facing,Page Number
1.0,Kondapur,19000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,720.0,carpet-area,4.0,6.0,East,42
2.0,Tarnaka,11000.0,no,Furnished,2.0,Family,Immediately,800.0,super-area,2.0,3.0,South,42
3.0,Kondapur,70000.0,no,Furnished,2.0,Bachelors,From Apr '26,1300.0,carpet-area,1.0,19.0,West,42
3.0,Kondapur,130000.0,yes,Unfurnished,3.0,Bachelors,Immediately,2350.0,super-area,8.0,20.0,West,42
3.0,Nanakaramguda,75000.0,yes,Unfurnished,3.0,Bachelors,Immediately,2780.0,carpet-area,20.0,28.0,East,42
3.0,"Moosapet, NH 9",60000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,1750.0,super-area,3.0,30.0,,42
2.0,Lanco Hills Road,28000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,960.0,carpet-area,1.0,4.0,East,42
3.0,"Kukatpally, NH 9",23000.0,no,,3.0,Bachelors/Family,Immediately,1620.0,super-area,4.0,11.0,,43
2.0,"Abhudaya Nagar Colony, Bandlaguda",18000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,1200.0,super-area,1.0,4.0,East,43
3.0,"Lakdikapul, NH 9",50000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,2323.0,super-area,2.0,6.0,,43
3.0,Hitech City,45000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1652.0,super-area,6.0,17.0,,43
2.0,Hyderabad,18000.0,yes,Unfurnished,2.0,Bachelors,Immediately,1100.0,carpet-area,1.0,3.0,West,43
3.0,Nalagandla,93000.0,no,Unfurnished,3.0,Bachelors/Family,Immediately,2290.0,carpet-area,5.0,5.0,,43
3.0,"Miyapur, NH 9",34000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1500.0,super-area,5.0,9.0,,43
3.0,Gachibowli,75000.0,yes,Furnished,3.0,Bachelors,Immediately,2000.0,carpet-area,3.0,9.0,West,43
3.0,Whitefields,56000.0,no,Semi-Furnished,2.0,Bachelors,From Mar '26,1460.0,super-area,0.0,7.0,West,43
3.0,"Narsingi, Outer Ring Road",63000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1530.0,carpet-area,16.0,30.0,East,43
4.0,Kondapur,300000.0,yes,Semi-Furnished,4.0,Bachelors,Immediately,5999.0,super-area,6.0,12.0,West,43
2.0,Hyderabad,22000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1200.0,super-area,3.0,4.0,,43
2.0,"Pragathi Nagar, Kukatpally",28500.0,no,Furnished,2.0,Bachelors/Family,Immediately,1040.0,super-area,3.0,4.0,,43
3.0,Puppalguda,70000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1795.0,super-area,9.0,14.0,,43
3.0,Hyderabad,8000.0,no,Furnished,1.0,Bachelors/Family,Immediately,1450.0,super-area,4.0,8.0,,43
4.0,Gachibowli,120000.0,no,Semi-Furnished,5.0,Bachelors/Family,Immediately,3200.0,super-area,9.0,9.0,North - East,43
3.0,"Kokapet, Outer Ring Road",80000.0,yes,Semi-Furnished,3.0,Family,Immediately,1438.0,carpet-area,6.0,35.0,East,43
2.0,Madhapur,40000.0,yes,Furnished,2.0,Bachelors,Immediately,1200.0,super-area,4.0,6.0,East,43
3.0,Shivrampalli Village,32000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1100.0,carpet-area,9.0,10.0,West,43
2.0,Gachibowli,70000.0,yes,Furnished,2.0,Bachelors/Family,Immediately,1492.0,super-area,23.0,34.0,West,43
3.0,"Nandagiri Hills, Jubilee Hills",150000.0,yes,Semi-Furnished,4.0,Bachelors,From Apr '26,2000.0,carpet-area,4.0,4.0,North - East,43
2.0,Snehapuri Colony Tarnaka,25000.0,yes,Semi-Furnished,2.0,Family,Immediately,950.0,carpet-area,0.0,3.0,North,43
3.0,Manikonda Jagir,35000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1400.0,carpet-area,2.0,7.0,East,43
1.0,"Habsiguda, NH 2 2",9500.0,no,Semi-Furnished,1.0,Bachelors/Family,Immediately,600.0,super-area,2.0,4.0,,43
2.0,Kondapur,50001.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1297.0,super-area,0.0,15.0,West,43
2.0,Ameerpet,20000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,950.0,super-area,2.0,5.0,West,43
3.0,Kondapur,60000.0,no,Furnished,3.0,Bachelors/Family,Immediately,1850.0,super-area,3.0,4.0,,43
3.0,Nalagandla,55000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1495.0,super-area,13.0,26.0,,43
2.0,"Barkatpura, Kachiguda, NH 2 2",24000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1000.0,carpet-area,2.0,4.0,,43
1.0,Gachibowli,15000.0,yes,Furnished,1.0,Bachelors,Immediately,650.0,carpet-area,4.0,20.0,North,43
2.0,"Banjara Hills, NH 9",18000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,,super-area,3.0,4.0,,44
2.0,Neknampur,27000.0,no,Furnished,2.0,Bachelors,From Apr '26,1050.0,super-area,2.0,4.0,West,44
3.0,"Narsingi, Outer Ring Road",61000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1715.0,super-area,7.0,39.0,East,44
4.0,Gachibowli,150000.0,yes,Semi-Furnished,4.0,Bachelors/Family,Immediately,2728.0,carpet-area,27.0,30.0,,44
3.0,Shaikpet,70000.0,no,Furnished,3.0,Bachelors/Family,Immediately,2150.0,super-area,12.0,15.0,,44
3.0,AC Guards,45000.0,yes,Unfurnished,2.0,Bachelors/Family,Immediately,1500.0,carpet-area,3.0,5.0,West,44
2.0,Phase 3 KPHB,36000.0,no,Semi-Furnished,2.0,Bachelors/Family,From Apr '26,1199.0,super-area,17.0,24.0,,44
3.0,Nallagandla Tellapur Road,55000.0,no,Semi-Furnished,2.0,Bachelors,Immediately,1560.0,carpet-area,18.0,26.0,West,44
3.0,Shaikpet,200000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,2876.0,super-area,10.0,30.0,East,44
3.0,"Alkapur Township, Manikonda, Outer Ring Road",33000.0,yes,Unfurnished,3.0,Bachelors/Family,Immediately,1600.0,carpet-area,2.0,3.0,East,44
3.0,Kondapur,75000.0,yes,Furnished,3.0,Bachelors,Immediately,1900.0,carpet-area,0.0,19.0,West,44
2.0,Kondapur,26000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1300.0,carpet-area,3.0,4.0,East,44
3.0,"Kokapet, Outer Ring Road",70000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1874.0,super-area,1.0,36.0,East,44
2.0,Hyderabad,14500.0,yes,Unfurnished,3.0,Bachelors/Family,Immediately,900.0,carpet-area,2.0,5.0,,44
2.0,Khairtabad,35000.0,no,Furnished,2.0,Bachelors/Family,Immediately,1200.0,super-area,1.0,6.0,,44
3.0,Gachibowli,70000.0,yes,Unfurnished,3.0,Bachelors/Family,Immediately,2360.0,super-area,9.0,14.0,,44
3.0,Manikonda Jagir,80000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,2500.0,carpet-area,4.0,6.0,East,44
3.0,"Narsingi, Outer Ring Road",70000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,2020.0,super-area,16.0,39.0,North,44
2.0,A S Rao Nagar,16000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,850.0,super-area,1.0,3.0,,44
3.0,"Narsingi, Outer Ring Road",64000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1715.0,super-area,16.0,39.0,East,44
1.0,Suraram,8000.0,no,Unfurnished,1.0,Bachelors/Family,Immediately,600.0,super-area,2.0,4.0,,44
4.0,"Alkapur Township, Manikonda, Outer Ring Road",50000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,28000.0,carpet-area,2.0,5.0,West,44
3.0,"Habsiguda, NH 2 2",40000.0,no,Furnished,3.0,Bachelors/Family,Immediately,1800.0,super-area,2.0,4.0,,44
3.0,Nizampet,35000.0,yes,Furnished,2.0,Bachelors/Family,Immediately,1500.0,carpet-area,4.0,4.0,North - East,44
3.0,Anjaiah Nagar Gachibowli,120000.0,yes,Semi-Furnished,4.0,Bachelors/Family,Immediately,2650.0,carpet-area,8.0,14.0,East,44
2.0,Hyderabad,35000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1265.0,super-area,8.0,10.0,,44
2.0,Sangareddy,11000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,1000.0,carpet-area,1.0,3.0,North - West,44
3.0,Anjaiah Nagar Gachibowli,75000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1660.0,carpet-area,2.0,14.0,North,44
2.0,Shiva Nagar Allwyn Colony,20000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,144.0,carpet-area,1.0,3.0,,44
2.0,Ramakrishnapuram Tirumalagiri,16000.0,yes,Semi-Furnished,2.0,Family,Immediately,1159.0,super-area,0.0,4.0,West,45
3.0,Madhapur,140000.0,yes,Semi-Furnished,4.0,Bachelors,From Apr '26,3455.0,super-area,11.0,17.0,East,45
3.0,Manikonda Jagir,32000.0,no,Semi-Furnished,2.0,Bachelors/Family,From Mar '26,1500.0,super-area,3.0,5.0,West,45
3.0,Rajendranagar Mandal,160000.0,yes,Unfurnished,2.0,Bachelors/Family,Immediately,1100.0,carpet-area,3.0,3.0,,45
3.0,"Kollur, Outer Ring Road",23000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,2120.0,super-area,2.0,5.0,East,45
3.0,"Kukatpally, NH 9",30000.0,yes,Unfurnished,2.0,Bachelors/Family,Immediately,1200.0,carpet-area,3.0,5.0,,45
3.0,Madhapur,65000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,2122.0,super-area,9.0,9.0,,45
2.0,Hyderabad,25000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,918.0,super-area,3.0,10.0,,45
3.0,Masjid Banda,65000.0,no,Furnished,3.0,Bachelors/Family,Immediately,2275.0,carpet-area,3.0,5.0,East,45
3.0,Hyderabad,13000.0,yes,Unfurnished,3.0,Bachelors/Family,Immediately,1470.0,carpet-area,3.0,6.0,,45
3.0,Hitech City,190000.0,no,Semi-Furnished,3.0,Bachelors,Immediately,2595.0,super-area,35.0,35.0,West,45
3.0,Anjaiah Nagar Gachibowli,100000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,1860.0,carpet-area,12.0,14.0,North,45
2.0,"Ghatkesar, NH 2 2",15500.0,no,Unfurnished,2.0,Bachelors,Immediately,1136.0,super-area,3.0,4.0,East,45
3.0,"Miyapur, NH 9",22000.0,yes,Semi-Furnished,2.0,Family,Immediately,1300.0,carpet-area,1.0,4.0,East,45
1.0,"Malakpet, NH 9",16000.0,yes,Semi-Furnished,1.0,Bachelors,Immediately,500.0,carpet-area,3.0,4.0,South - East,45
2.0,"Ameerpet, NH 9",20000.0,yes,Unfurnished,2.0,Bachelors,Immediately,700.0,carpet-area,1.0,3.0,,45
2.0,Hyderabad,30000.0,no,Semi-Furnished,2.0,Bachelors,Immediately,950.0,carpet-area,4.0,4.0,,45
3.0,Hyderabad,48000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1380.0,super-area,3.0,7.0,,45
3.0,Secunderabad,20000.0,no,Unfurnished,3.0,Bachelors/Family,Immediately,1600.0,carpet-area,2.0,3.0,East,45
3.0,"Manchirevula, Outer Ring Road",58000.0,no,Semi-Furnished,3.0,Bachelors,Immediately,2063.0,super-area,5.0,10.0,East,45
3.0,Ameerpet,65000.0,no,Furnished,3.0,Bachelors/Family,Immediately,1875.0,super-area,11.0,12.0,,45
1.0,Medchal,6500.0,yes,Unfurnished,1.0,Family,Immediately,500.0,carpet-area,4.0,4.0,East,45
3.0,"LB Nagar, NH 9",23000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1500.0,super-area,5.0,6.0,,45
3.0,Kondapur,68000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1887.0,super-area,4.0,39.0,North,45
3.0,Anjaiah Nagar Gachibowli,70000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1560.0,carpet-area,8.0,29.0,East,45
2.0,Golconda Fort,11000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,,super-area,2.0,3.0,,45
3.0,Kondapur,140000.0,yes,Furnished,3.0,Bachelors/Family,From Mar '26,3000.0,super-area,6.0,18.0,West,45
4.0,Hitech City,229999.99999999997,yes,Semi-Furnished,4.0,Bachelors,Immediately,3430.0,super-area,21.0,35.0,West,45
2.0,Humayun Nagar,16000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,1200.0,super-area,1.0,1.0,,45
4.0,Gachibowli,85000.0,yes,Semi-Furnished,4.0,Family,Immediately,2500.0,carpet-area,7.0,9.0,West,46
4.0,Hitech City,80000.0,no,Furnished,4.0,Bachelors/Family,Immediately,1600.0,super-area,3.0,4.0,,46
4.0,Hitech City Main Road,150000.0,yes,Furnished,5.0,Bachelors/Family,Immediately,4320.0,super-area,7.0,15.0,West,46
1.0,"Ghatkesar, NH 2 2",7000.0,no,Semi-Furnished,1.0,Bachelors/Family,Immediately,514.0,super-area,1.0,5.0,,46
2.0,"Kokapet, Outer Ring Road",38000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1250.0,carpet-area,18.0,19.0,,46
3.0,Pragathi Nagar Road,30000.0,no,Furnished,3.0,Bachelors,From Mar '26,1500.0,super-area,4.0,5.0,East,46
3.0,"Narsingi, Outer Ring Road",60000.0,yes,Furnished,3.0,Bachelors,Immediately,1725.0,super-area,12.0,12.0,East,46
2.0,Mallapur,16000.0,yes,Unfurnished,2.0,Bachelors,Immediately,1000.0,carpet-area,4.0,5.0,East,46
3.0,Rajendranagar Mandal,39000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1047.0,super-area,4.0,10.0,,46
1.0,Hyderabad,8000.0,no,Unfurnished,1.0,Bachelors/Family,Immediately,599.0,super-area,2.0,4.0,,46
3.0,Telecom Nagar Gachibowli,48000.0,yes,Semi-Furnished,3.0,Family,Immediately,1250.0,carpet-area,6.0,13.0,East,46
2.0,"Machabollaram, Medchal Road",16000.0,yes,Furnished,2.0,Family,Immediately,900.0,carpet-area,4.0,5.0,East,46
3.0,"Narsingi, Outer Ring Road",36000.0,no,Semi-Furnished,3.0,Bachelors,Immediately,1550.0,carpet-area,5.0,5.0,North,46
2.0,Chanda Nagar,16000.0,yes,Unfurnished,2.0,Bachelors/Family,Immediately,870.0,carpet-area,0.0,3.0,,46
3.0,Nalagandla,60000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1212.0,carpet-area,2.0,26.0,East,46
3.0,"Narsingi, Outer Ring Road",75000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,2075.0,super-area,18.0,30.0,,46
3.0,"Green Field Colony, Secunderabad",15000.0,yes,Semi-Furnished,3.0,Family,Immediately,950.0,carpet-area,1.0,5.0,West,46
2.0,Friends Colony Chanda Nagar,28000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,900.0,carpet-area,1.0,5.0,West,46
3.0,"Tellapur, Outer Ring Road",55000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1926.0,super-area,24.0,39.0,,46
3.0,Nacharam,30000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,100.0,carpet-area,10.0,15.0,,46
1.0,Gachibowli,13000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,710.0,carpet-area,4.0,26.0,,46
6.0,Qutubullapur,90000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,2000.0,carpet-area,0.0,2.0,,46
1.0,Kondapur,22000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,680.0,carpet-area,4.0,5.0,East,46
4.0,"Muppas Panchavati Colony, Manikonda, Outer Ring Road",79000.0,no,Semi-Furnished,5.0,Bachelors/Family,Immediately,3200.0,carpet-area,2.0,7.0,,46
2.0,"Mallampet, Outer Ring Road",16500.0,no,Furnished,2.0,Bachelors/Family,Immediately,1150.0,super-area,2.0,5.0,,46
3.0,Gachibowli,65000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1742.0,super-area,28.0,34.0,West,46
3.0,Gachibowli,70000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1993.0,super-area,20.0,34.0,East,46
1.0,Kondapur,18000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,765.0,carpet-area,4.0,6.0,East,46
4.0,Izzathnagar,140000.0,yes,Semi-Furnished,5.0,Bachelors/Family,From Mar '26,2640.0,carpet-area,33.0,42.0,East,46
2.0,Gachibowli,60000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1283.0,super-area,8.0,33.0,,46
2.0,Gachibowli,50000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1283.0,super-area,18.0,33.0,East,47
1.0,Kondapur,18000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,755.0,carpet-area,5.0,6.0,East,47
1.0,Kondapur,18000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,745.0,carpet-area,5.0,6.0,East,47
1.0,Kondapur,18000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,735.0,carpet-area,4.0,6.0,East,47
2.0,Jubilee Hills,40000.0,yes,Furnished,2.0,Bachelors,Immediately,900.0,carpet-area,3.0,5.0,North,47
3.0,Hitech City,60000.0,no,Furnished,3.0,Bachelors/Family,Immediately,1738.0,super-area,12.0,18.0,,47
3.0,Gachibowli,60000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,2085.0,super-area,7.0,16.0,East,47
2.0,"Hanumasai Nagar, Uppal",16000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,900.0,super-area,2.0,4.0,,47
2.0,Gachibowli,48000.0,yes,Furnished,2.0,Bachelors/Family,Immediately,866.0,carpet-area,15.0,18.0,East,47
3.0,Borabanda,60000.0,no,,3.0,Bachelors/Family,Immediately,2222.0,super-area,19.0,31.0,,47
4.0,"Kokapet, Outer Ring Road",110000.00000000001,yes,Unfurnished,5.0,Bachelors,Immediately,2708.0,super-area,14.0,35.0,West,47
3.0,"Kokapet, Outer Ring Road",65000.0,yes,Semi-Furnished,3.0,Family,Immediately,1166.0,carpet-area,1.0,34.0,West,47
2.0,Hyderabad,16000.0,no,Furnished,2.0,Bachelors,From Apr '26,940.0,carpet-area,1.0,5.0,,47
3.0,Hyderabad,30000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1720.0,super-area,2.0,5.0,,47
2.0,Maruthi Nagar Attapur,11500.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,800.0,carpet-area,3.0,5.0,,47
2.0,Nanakaramguda,55000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1150.0,carpet-area,16.0,36.0,East,47
2.0,Kompally,30000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1251.0,super-area,2.0,8.0,,47
3.0,Gopanpalle,50000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1610.0,super-area,19.0,30.0,East,47
4.0,Hitech City,94917.0,no,Semi-Furnished,4.0,Bachelors/Family,Immediately,3448.0,super-area,1.0,11.0,,47
2.0,OU Colony Shaikpet,18000.0,yes,Unfurnished,2.0,Bachelors/Family,Immediately,1000.0,carpet-area,0.0,3.0,West,47
3.0,Kondapur,40000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1500.0,carpet-area,2.0,5.0,West,47
2.0,Kanchan Bagh,12000.0,yes,Unfurnished,2.0,Bachelors,Immediately,787.0,super-area,4.0,4.0,,47
2.0,Madeenaguda,33000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1200.0,carpet-area,3.0,5.0,East,47
3.0,Kondapur,58000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,1600.0,carpet-area,5.0,5.0,North,47
2.0,Hyderabad,33000.0,no,Furnished,2.0,Bachelors/Family,Immediately,1150.0,super-area,3.0,5.0,West,47
2.0,Manikonda Road,35000.0,no,Semi-Furnished,2.0,Bachelors,Immediately,1200.0,super-area,2.0,5.0,,47
3.0,"Kukatpally, NH 9",85000.0,no,Furnished,3.0,Bachelors/Family,Immediately,2121.0,carpet-area,10.0,11.0,East,47
3.0,Nalagandla,60000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1900.0,carpet-area,3.0,19.0,East,47
3.0,Jubilee Hills,85000.0,yes,Semi-Furnished,3.0,Family,Immediately,2750.0,carpet-area,1.0,4.0,East,47
4.0,"Somajiguda, NH 9",80000.0,no,Unfurnished,4.0,Bachelors/Family,Immediately,2700.0,super-area,3.0,4.0,,48
2.0,"Mallampet, Outer Ring Road",10000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,1000.0,super-area,2.0,3.0,,48
2.0,Hyderabad,22000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1300.0,super-area,4.0,5.0,,48
3.0,"Narsingi, Outer Ring Road",78500.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,2335.0,super-area,5.0,39.0,East,48
3.0,Shilpa Hills,75000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,2425.0,super-area,11.0,18.0,East,48
2.0,Nagaram Rampally Road,12000.0,no,Semi-Furnished,2.0,Bachelors,Immediately,1000.0,super-area,1.0,5.0,,48
2.0,Puppalguda,55000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,855.0,carpet-area,5.0,32.0,East,48
1.0,"Saroornagar, NH 9",2900.0,no,Unfurnished,1.0,Bachelors/Family,Immediately,200.0,super-area,3.0,4.0,,48
3.0,Kondapur,80000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1700.0,carpet-area,9.0,16.0,West,48
3.0,Hitech City,90000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1800.0,carpet-area,37.0,40.0,West,48
2.0,Dilsukhnagar,15000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1000.0,carpet-area,2.0,3.0,,48
3.0,Masjid Banda Main Road,60000.0,no,Furnished,3.0,Bachelors,Immediately,1600.0,carpet-area,4.0,5.0,,48
3.0,Gopanpalle,20000.0,yes,Semi-Furnished,2.0,Family,Immediately,1250.0,carpet-area,2.0,5.0,East,48
3.0,Shastripuram Colony,16000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,1200.0,super-area,1.0,6.0,East,48
2.0,Phase 4 KPHB,25000.0,yes,Semi-Furnished,2.0,Family,Immediately,1300.0,super-area,1.0,4.0,North - East,48
2.0,Nagole,13000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1050.0,super-area,4.0,7.0,,48
3.0,Gachibowli,66000.0,yes,Unfurnished,3.0,Bachelors,Immediately,1742.0,super-area,28.0,34.0,West,48
3.0,Gachibowli,65000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1300.0,carpet-area,15.0,18.0,West,48
3.0,"Kokapet, Outer Ring Road",65000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1840.0,super-area,12.0,22.0,,48
3.0,Hitech City,190000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,3430.0,super-area,27.0,34.0,East,48
3.0,"Miyapur, NH 9",35000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1500.0,super-area,1.0,5.0,,48
3.0,Gachibowli,98000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,2300.0,super-area,19.0,24.0,North,48
3.0,"Narsingi, Outer Ring Road",58000.0,yes,Furnished,3.0,Family,Immediately,1050.0,carpet-area,7.0,18.0,West,48
2.0,Saidabad,11000.0,no,Semi-Furnished,1.0,Bachelors/Family,Immediately,1000.0,super-area,2.0,3.0,,48
3.0,"Banjara Hills, NH 9",150000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,2600.0,carpet-area,4.0,4.0,,48
2.0,Hyderguda,13000.0,no,Semi-Furnished,1.0,Bachelors/Family,Immediately,680.0,super-area,4.0,8.0,,48
2.0,Rangapuram Miyapur,35000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1100.0,carpet-area,1.0,12.0,,48
1.0,Kondapur,18000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,775.0,carpet-area,4.0,6.0,East,48
3.0,"Tellapur, Outer Ring Road",50000.0,no,Semi-Furnished,2.0,Bachelors,Immediately,1573.0,super-area,19.0,39.0,East,49
3.0,Hyderabad,40000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1673.0,carpet-area,4.0,29.0,East,49
3.0,Nizampet,240000.0,no,Unfurnished,2.0,Bachelors,Immediately,1410.0,super-area,2.0,5.0,,49
3.0,Nalagandla,72000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1875.0,super-area,23.0,24.0,West,49
1.0,Raghavendra Colony Kondapur,20000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,725.0,carpet-area,4.0,6.0,East,49
4.0,Hitech City,120000.0,yes,Semi-Furnished,5.0,Bachelors,Immediately,3200.0,carpet-area,11.0,17.0,North - West,49
3.0,Gachibowli,80000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,2390.0,super-area,5.0,21.0,,49
2.0,"Narsingi, Outer Ring Road",40000.0,yes,Unfurnished,2.0,Bachelors/Family,Immediately,1325.0,super-area,15.0,15.0,,49
3.0,Police Colony Kondapur,60000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,2050.0,super-area,4.0,17.0,West,49
4.0,Begumpet,80000.0,yes,Furnished,4.0,Bachelors/Family,Immediately,3000.0,carpet-area,0.0,4.0,,49
3.0,Nalagandla,60000.0,yes,Unfurnished,3.0,Bachelors,Immediately,1875.0,super-area,7.0,24.0,West,49
3.0,"Kokapet, Outer Ring Road",74000.0,no,Semi-Furnished,3.0,Bachelors,Immediately,2124.0,super-area,12.0,38.0,West,49
3.0,Puppalguda,65000.0,yes,Semi-Furnished,3.0,Family,Immediately,1550.0,carpet-area,8.0,14.0,West,49
1.0,Ahmedguda,7000.0,yes,Semi-Furnished,1.0,Bachelors/Family,Immediately,590.0,super-area,2.0,5.0,East,49
2.0,Gopanpalle,45000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1315.0,super-area,16.0,30.0,East,49
3.0,"Narsingi, Outer Ring Road",74500.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,2020.0,super-area,15.0,39.0,West,49
3.0,"Pragathi Nagar, Kukatpally",18000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,1250.0,super-area,1.0,4.0,,49
3.0,Gachibowli,60000.0,no,Furnished,3.0,Bachelors/Family,Immediately,1700.0,super-area,4.0,4.0,,49
3.0,HUDA Layout Nalagandla,45000.0,yes,Semi-Furnished,3.0,Family,Immediately,1500.0,carpet-area,11.0,20.0,East,49
2.0,"Tellapur, Outer Ring Road",45000.0,yes,Semi-Furnished,2.0,Family,Immediately,948.0,carpet-area,19.0,39.0,East,49
3.0,"Narsingi, Outer Ring Road",50000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1200.0,carpet-area,2.0,18.0,West,49
2.0,Kompally,35000.0,yes,Furnished,2.0,Bachelors/Family,Immediately,1040.0,super-area,6.0,7.0,,49
3.0,Gachibowli,90000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,2200.0,carpet-area,9.0,22.0,West,49
,Bairagiguda,4200.0,no,Semi-Furnished,1.0,Bachelors/Family,Immediately,350.0,super-area,4.0,6.0,,49
